Book Reference #,Title,Author,Rating,Report Link
,Biology Lessons,Melissa Kantor,4,https://drive.google.com/file/d/12q33rytGfO9pDpHOeYqf8t452Dq2W0V0/view?usp=sharing
,"Bite Me, Royce Taslim ",Lauren Ho,3,https://drive.google.com/file/d/1u9PP_xmHE3NY1U7J7N7iGSqiDPBiM9OM/view?usp=sharing
82,Bitter,Akwaeke Emezi,3,https://drive.google.com/file/d/17wAjVvw-ojAm8fRDPQVj-4JKJL1_-K6L/view?usp=drive_link
101,Black Boy Joy,Kwame Mbalia,2,https://drive.google.com/file/d/1D2XVafCDQy0ll70pz5nd5SvVHq61Vxh3/view?usp=drive_link
74,Blankets,Craig Thompson,4,https://drive.google.com/file/d/1W02tj6G6q0VKv7rGnH1nVIyCNV_QfEMy/view?usp=drive_link
75,Blazed,Jason Myers,4,https://drive.google.com/file/d/1AsRbxxzh6JNCIy1ESpfSSe-sYEPTXRtD/view?usp=drive_link
119,Blended,Sharon M. Draper,1,https://drive.google.com/file/d/1yEiE3SaMp4aumSCgW1faBnA-OKHL22X1/view?usp=drive_link
,Blood and Honey ,Shelby Mahurin,4,https://tinyurl.com/2eaw9h6j
76,Blue is the Warmest Color,Jul Maroh,4,https://drive.google.com/file/d/1W9NMH9gzyHbGAX8gmQbWV8y7PEOuad2N/view?usp=drive_link
103,Bodies Are Cool!,Tyler Feder,2,https://drive.google.com/file/d/19FdaLP22zAkRviOJXYEMG6JfzLtPHdmc/view?usp=drive_link
104,Body Image,Mel Hammond,2,https://drive.google.com/file/d/1Zp6ixEjSKsxMA9VbljX3Feps-SqMU73T/view?usp=drive_link
,Body Talk: 37 Voices Explore Our Radical Anatomy,Kelly Jensen,3,https://drive.google.com/file/d/1bXWfbTH4l2soYMjG1R8f3fbrG4JKWByr/view?usp=sharing
105,Bone: Ghost Circles,Jeff Smith,2,https://drive.google.com/file/d/1SOgwjPVayqkMkt2WVPgHSOq1ZxP1nqvb/view?usp=drive_link
120,Boobies,Nancy Vo,1,https://drive.google.com/file/d/120rlI86VCssthvT8TzCMxy_y_zsK603W/view?usp=drive_link
,Book Lovers,Emily Henry,4,https://drive.google.com/file/d/1aOO2c1GtuMLhnHF3hvDrJpr8KE8sbU5x/view?usp=drive_link
70,Born On the Bayou,Blaine Lourd,5,https://drive.google.com/file/d/1FsjOS0zweEuEbxL8eSad0rrQk_h1Dmur/view?usp=drive_link
121,Born Ready,Jodie Patterson,1,https://drive.google.com/file/d/1_hR0ven8vkAI0aKEQZypPPmz1y65haRm/view?usp=drive_link
86,Boy Girl Boy,Ron Koertge,3,https://drive.google.com/file/d/1z5WDBXSGr9OpPgYaGEG3LgnhWNzfSWIt/view?usp=drive_link
107,Boy Meets Boy,David Levithan,2,https://drive.google.com/file/d/1Do11pgcKcBxoNt8VvTDSunVG4CkZM3UY/view?usp=drive_link
78,Boy Toy,Barry Lyga,4,https://drive.google.com/file/d/199DmThIq5p2pNrkGJcjfZNkXMo24nDLM/view?usp=drive_link
128,Boys Dance!,John Robert Allman,0,https://drive.google.com/file/d/1I0t0Rk7Jj667XUkus-XRJIY53OuTDESP/view?usp=drive_link
,Brave,Tammara Webber,4,https://tinyurl.com/4cw79dsy
,Brave New World (Book),Aldous Huxley,4,https://drive.google.com/file/d/1CPWvq_YgyFSlzP-3_Fr7VfqMbglR465g/view?usp=sharing
87,Brave New World: A Graphic Novel,Aldous Huxley adapted and illustrated by Fred Fordham,3,https://drive.google.com/file/d/1l4ljObCO2NmhaEiqpQvYTrqIbYU0uHNK/view?usp=drive_link
108,Brazen: Rebel Ladies Who Rocked the World,Penelope Bagieu,2,https://drive.google.com/file/d/1cgVj3bpYtoRJeALDPTK27E1Fj56YpNRv/view?usp=drive_link
,Breakable,Tammara Webber,4,https://drive.google.com/file/d/1Mq0YC7oQgeduGYdqiVA1AC4sX2VzgYbS/view?usp=sharing
,Breathe ,Sarah Crossan,2,https://drive.google.com/file/d/1mdtogKFCXJN4AoLtPdcl2pq1gsJMmZhs/view?usp=drive_link
79,Breathless,Jennifer Niven,4,https://drive.google.com/file/d/1egoVj7b_jCCTh97jLwOvy2l0KHKD1Qa6/view?usp=drive_link
,Bride,Ali Hazelwood,5,https://drive.google.com/file/d/1TqQKZUuSKToGvfKAb__78OjJoX_jHSok/view?usp=drive_link
129,"Bright Eyes, Brown Skin",Cheryl Willis Hudson and Bernette G. Ford,0,https://drive.google.com/file/d/1gc59l-kgQyW-G_OSpqPpTeiLm8s3qJW2/view?usp=drive_link
,Broken Prince,Erin Watt,4,https://drive.google.com/file/d/1-nt_yA5fLdazX24vmnY7xooMlOIAQnv6/view?usp=drive_link
,Bronxwood,Coe Booth,4,https://drive.google.com/file/d/1AvxnEDEg5ykB0i6kngVfWBVvu0xkqK6o/view?usp=sharing
,Bruja Born,Zoraida Cordova,4,https://drive.google.com/file/d/1OqTtUasY2GeohoxIhs5U8W8rkEt2Hx0n/view?usp=sharing
88,Bumped,Megan McCafferty,3,https://drive.google.com/file/d/1iMS1_vJZZTwYTAzv55JwdxzlHPB1Ob9K/view?usp=drive_link
122,BunnyBear,Andrea J. Loney,1,https://drive.google.com/file/d/1lQ4oUTItIa01XqRVZJxdqvKvgqZRTGmx/view?usp=drive_link
110,Burn Our Bodies Down,Rory Power,2,https://drive.google.com/file/d/1dL5SQpHzTCB2eVHXrr9rxr6BLptF8LM_/view?usp=drive_link
89,Burned,Ellen Hopkins,3,https://drive.google.com/file/d/1cmk8v9xKJbgX8aoRIEC7dFkYPgBMptFn/view?usp=drive_link
,Burying Water,K.A. Tucker,4,https://drive.google.com/file/d/1IGojOWKJ8YmXM-wjrcR5h11hCxly91Xg/view?usp=sharing
123,"Bye Bye, Binary",Eric Geron,1,https://drive.google.com/file/d/1l_INmOxtQxR1DMSOM6lwrrRINoOuVam6/view?usp=drive_link
140,Call Me By Your Name,Andre Aciman,4,https://drive.google.com/file/d/1TzrCId3tBrTVrnEJ-JDBUTg68nSKtnEC/view?usp=drive_link
174,Call Me Max,Kyle Lukoff,1,https://drive.google.com/file/d/19Jc7t5nkuriURbCDHUDYbWR-KKVxmkQG/view?usp=drive_link
175,Calvin,JR and Vanessa Ford,1,https://drive.google.com/file/d/1XLU98-5_0CEwgQcfrC0zy8h4hZ7IVcjI/view?usp=drive_link
,Camp,LC Rosen,4,
155,Camp QUILTBAG,A.J. Sass and Nicole Melleby,2,https://drive.google.com/file/d/1w5Gyy8bHhT49RVcKxLzSBumiqcZkFnCc/view?usp=drive_link
176,Can I Touch Your Hair,Irene Latham and Charles Waters,1,https://drive.google.com/file/d/1mGuiRUJeMWtr6CXqFtplGb6y84hd3-Gs/view?usp=drive_link
156,Candidly Cline,Kathryn Ormsbee,2,https://drive.google.com/file/d/19BtpRHPEbOn0MEkuKbZiZHqZoOQBPODk/view?usp=drive_link
147,Can't Take That Away,Steven Salvatore,3,https://drive.google.com/file/d/1QQ-F8rJKQKkYelCdU5GB6tNwIrqH8vBV/view?usp=drive_link
,Capturing the Devil,Kerri Maniscalco,3,https://drive.google.com/file/d/1aV7jstqJUZqTRcM_u56FllYv2ki6wZPt/view?usp=sharing
,Catch the Sun,Jennifer Hartmann,4,
157,Catwoman: Soulstealer,Sarah J. Maas,2,https://drive.google.com/file/d/1DqiWXnmhkhWRklcUJzg5nWs4c8Nf_BKj/view?usp=drive_link
158,Cemetary Boys,Aiden Thomas,2,https://drive.google.com/file/d/1_eTwbUiWxtoAiERhWdQmSueQO8BbW7VL/view?usp=drive_link
159,Changing You!,"Dr, Gail Saltz",2,https://drive.google.com/file/d/13W-8uCvyRrKr6PtLa7fP76wtvgRP04Y3/view?usp=drive_link
,Check & Mate,Ali Hazelwood,3,https://drive.google.com/file/d/1WMGzhneJV3RAPnSndESINUhrq5cqedZE/view?usp=sharing
160,Check Please! Book 1: #HOCKEY,Ngozi Ukazu,2,https://drive.google.com/file/d/1VbHPJ1p5ilSG7fpeDOsh-HIKJiTVlhBm/view?usp=drive_link
161,Cheer Up!: Love and Pompoms,Crystal Frazier,2,https://drive.google.com/file/d/1XTwJlxOTpbQYmCLWhe0-vRpvz4-ppKEo/view?usp=drive_link
130,Choke,Chuck Palahniuk,5,https://drive.google.com/file/d/1J04e5WedgnmJnisS6pKY2vj00wGbPaEI/view?usp=drive_link
148,Chosen,P.C. Cast and Kristin Cast,3,https://drive.google.com/file/d/1j3CSUcQ8dwPB7EOptrpWI4bWLIbIOWka/view?usp=drive_link
162,Ciel,Sophie Labelle,2,https://drive.google.com/file/d/1DavPBI20umVki13zmPOCCVFGyj4As7Ie/view?usp=drive_link
177,Cinderella and a Mouse Called Fred,Deborah Hopkins and Paul O. Zelinsky,1,https://drive.google.com/file/d/1_cow6quaISfIeSWyBPlprlHv9A4xuA4Z/view?usp=drive_link
163,Cinderella Is Dead,Kalynn Bayron,2,https://drive.google.com/file/d/1lp12lAsMLrsPidGoPZDbPX8kDDmGQ9tt/view?usp=drive_link
,City of Heavenly Fire ,Cassandra Clare,3,https://drive.google.com/file/d/1QIZrOSX3NnNIhBS50ee47N-59Z4pdoiv/view?usp=sharing
164,Clap When You Land,Elizabeth Acevedo,2,https://drive.google.com/file/d/1c1qnUUlj5XMeWLTY4rabrWcIIE2rcDmZ/view?usp=drive_link
,Clash,Nicole Williams,4,https://drive.google.com/file/d/1nJF-bRXz9GSonFtF91VhQeOfXR6_8sog/view?usp=drive_link
178,Class Act,Jerry Craft,1,https://drive.google.com/file/d/1qF_871R_049uhOrzY5pzTXKld7QK0Cow/view?usp=drive_link
149,Clockwork Princess,Cassandra Clare,3,https://drive.google.com/file/d/114vWaTfegioNPC8gLGd1hAXCvniGONDE/view?usp=drive_link
131,Closer,Dennis Cooper,5,https://drive.google.com/file/d/19fbS585QsLPBE4JlQBOlc9-EYroZ_ky7/view?usp=drive_link
165,Closer to Nowhere,Ellen Hopkins,2,https://drive.google.com/file/d/1W6jD0fLcwllI6KKkJPwOolqBxoVinOah/view?usp=drive_link
166,Club Drugs,Hal Marcovitz,2,https://drive.google.com/file/d/1HB1L0V8v8IGnUAawMpBXjeJAMYoLFvn_/view?usp=drive_link
,Cold Day in the Sun ,Sara Biren,3,https://drive.google.com/file/d/1uErFEiCsJ2cqM7IEmaed7A5FGqfD1eDs/view?usp=drive_link
141,Collateral,Ellen Hopkins,4,https://drive.google.com/file/d/1cWCybpq-UJuNuLBMFTWrJLcVuMNEOhvl/view?usp=drive_link
132,Collected Poems 1947-1980,Allen Ginsberg,5,https://drive.google.com/file/d/1-ahw_Ktv8TsXAtJJ7wOZIbIsvVrubq0L/view?usp=drive_link
150,Concrete Rose,Angie Thomas,3,https://drive.google.com/file/d/1iTcNPkaspvttAThIQOjIgevQ5krW3Gbl/view?usp=drive_link
142,Confess,Colleen Hoover,4,https://drive.google.com/file/d/1GVt6djbFXmm0AXM187KbHwMry9-PPyNi/view?usp=drive_link
,Consider This,Chuck Palahniuk,4,https://drive.google.com/file/d/1ZkGeJJnw0kjlGahasyaDrs_X60UDC3sy/view?usp=sharing
167,Conversations With God: An Uncommon Dialogue: Book 1,Neale Donald Walsch,2,https://drive.google.com/file/d/1VooIc0S1npOQUueydHUwXOMkRXGuj_mw/view?usp=drive_link
151,Cool for the Summer,Dahlia Adler,3,https://drive.google.com/file/d/1i3bFdgqtMWgHYHIQjg6nKrAsXwHtrc3_/view?usp=drive_link
152,Crank,Ellen Hopkins,3,https://drive.google.com/file/d/1Cfo0agCkmQJnVfDuM-AIwSwW6K_DCJtX/view?usp=drive_link
168,Crown of Midnight,Sarah J. Maas,2,https://drive.google.com/file/d/1G8QrEGQE1bAgNSPf941kurYxdUX3OnVD/view?usp=drive_link
,Crowntide,Alex Aster,4,https://drive.google.com/file/d/1sv9eBTcBeSge5CoGqXQZoSKmMPiy9b8q/view?usp=sharing
179,Cuddly Duddley,Jez Alborough,0,https://drive.google.com/file/d/1EnaeSoOvBz6z1-IcLzvU8xMN_2cmCQey/view?usp=drive_link
180,Curls,Ruth Forman,0,https://drive.google.com/file/d/1bPz10O9BtCw6ITr8uoqXQEcwkVwg7crJ/view?usp=drive_link
169,Cursed: Gilded Duology Book 2,Marissa Meyer,2,https://drive.google.com/file/d/1lQQ656vo5GBTME0c3K2KYFaXE1PDyiti/view?usp=drive_link
,Cursor's Fury,Jim Butcher,4,https://drive.google.com/file/d/1QakNbA6BUAcf-lQwF7CzRpDFaqfhBYO5/view?usp=drive_link
170,Cut,Patricia McCormick,2,https://drive.google.com/file/d/1sh8grl4TW9sYneA9kvcQ0ocgNFgTBvzR/view?usp=drive_link
206,Daddy's Roommate,Michael Willhoite,1,https://drive.google.com/file/d/1pM_L8y8tDEiLZ00EfBbJTER2rJR8tJqp/view?usp=sharing
188,Daisy Jones and the Six,Taylor Jenkins Reid,3,https://drive.google.com/file/d/18LlJHpRTAk39aZMoms82ERN6r-VwQMBq/view?usp=sharing
183,Damned,Chuck Palahniuk,4,https://drive.google.com/file/d/1nvu-xeZzqxB5-C7YgTECe11UmJMiyhqr/view?usp=sharing
184,Damsel,Elana Arnold,4,https://drive.google.com/file/d/1-jMBLfEjRVGOD60wXD3nSh0FFYTpTE9D/view?usp=sharing
195,Dancing At The Pity Party,Tyler Feder,2,https://drive.google.com/file/d/18_UCZI2B5wO6qg5l5pSYl7xksXGPpc91/view?usp=sharing
189,Darius The Great Deserves Better,Adib Khorram,3,https://drive.google.com/file/d/1z96YUe4cAY0bFeFDoJaCBKnqYLXafStv/view?usp=sharing
196,Darius The Great Is Not Okay,Adib Khorram,2,https://drive.google.com/drive/folders/1Bml8Ui4QA3T55om7VWgbT308jBAFt6fg
,Darkly Dreaming Dexter,Jeff Lindsay,4,https://drive.google.com/file/d/1BOmARN-kLCl7rUBbJmD7wsZ1EJwNpikU/view?usp=sharing
,Darkness Before Dawn,Sharon M. Draper,3,https://drive.google.com/file/d/1k2o2pnULD4tSHpGivLRU9Vt5EeGg1niR/view?usp=sharing
,Daughters of Ys,M.T Anderson,3,https://drive.google.com/file/d/1gzCn72jNB-V6WdnjEh_esIuxyO9u7tBc/view?usp=sharing
190,Daughters Unto Devils,Amy Lukavics,3,https://drive.google.com/file/d/1x6HJTsC9P-8QDeS_ECVkGsviE2sP5REf/view?usp=sharing
208,Dazzling Travis,Hannah Carmona Dias,1,https://drive.google.com/file/d/10gQeAEEJ0quxhlgT8ltF6xfdTEt3dR2p/view?usp=sharing
181,Dead End,Jason Myers,5,https://drive.google.com/file/d/1gbrYW8g3MvBu-WrzYpN_s5-2uELPy5YF/view?usp=sharing
,Dead Until Dark,Charlaine Harris,4,https://drive.google.com/file/d/10rwbK4I0DTBtQU0DCKwOtZvwHagMyw8m/view?usp=sharing
,Deadline ,Chris Crutcher,3,https://drive.google.com/file/d/1p1Qel25EONSf_bfCdmUMT0gnqzZNjSu1/view?usp=drive_link
185,Deal With It!,"Esther Drill, Heather McDonald, and Rebecca Odes",4,https://drive.google.com/file/d/1_i19kHDqyJ_2oa7CzEPowS_Uyp_F_1Ef/view?usp=sharing
191,Dear Evan Hansen,"Val Emmich, Steven Levenson, Benj Pasek, and Justin Paul",3,https://drive.google.com/file/d/1Z0iq6dhmQTYJS3DdAvWtBhCSx8sbvNhw/view?usp=sharing
198,Dear Martin,Nic Stone,2,https://drive.google.com/file/d/1Yqcz5r5z8AgRrpZ17rXNYbm2jjA_fHUB/view?usp=sharing
209,Dear Sweet Pea,Julie Murphy,1,https://drive.google.com/file/d/121upXxe9R3jrdKEKu8ao2JWIUno8NF1Q/view?usp=sharing
199,Death Wind,William Bell,2,https://drive.google.com/file/d/1VpT8GIFn_Ot5AeiUVtAEvY_2TWUANlaM/view?usp=sharing
192,Deogratias: A Tale of Rwanda,J.P. Stassen,3,https://drive.google.com/file/d/1Et_Y3Ej-Vq_-VBVPWG1DSOZBjhg4RgQY/view?usp=sharing
,Diary: A Novel,Chuck Palahniuk,4,https://drive.google.com/file/d/1k2g8l3khsuhxk2TjawMgX_BZCkTb3pE0/view?usp=drive_link
,Dictionary of American Slang,Barbara Ann Kipfer & Robert L Chapman,5,https://drive.google.com/file/d/1OqTzeRzBmSMEjp_dySh3CHyTRuc5LsUU/view?usp=sharing
,Did I Mention I Need You,Estelle Maskame,4,https://drive.google.com/file/d/10gjsKA9OVr9V30BlnF5bkTFZo-eedGBe/view?usp=sharing
,Different Seasons,Stephen King,5,https://drive.google.com/file/d/1Mwz72UNQ5k3w3MVqxq6lSEpZGT0FPFsS/view?usp=sharing
193,Dime,E.R. Frank,3,https://drive.google.com/file/d/1bKk0DnpsdjBKq3vKD3U2DpZJEf-12ZJJ/view?usp=sharing
201,Discrimination in Society Racial Discrimination,Peggy J. Parks,2,https://drive.google.com/file/d/1llEHHSSiTVOtN81M9CElc9TKDQjKGd0A/view?usp=sharing
,Doctor Sleep,Stephen King,5,
210,Does a Bulldozer Have a Butt?,Derick Wilder,1,https://drive.google.com/file/d/1NEiXRyMIohboR4-nhbE-9UI7CD3sYsS4/view?usp=sharing
186,Doing It!,Hannah Witton,4,https://drive.google.com/file/d/1TcpR4JeUAIGIqz8wWwp6gAo_HIGCE8IF/view?usp=sharing
211,Doll Bones,Holly Black,1,https://drive.google.com/file/d/1iFaZSs-fff6Yf0y-t3mQWG8dw3TQaMaE/view?usp=sharing
216,Dolls and Trucks are for Everyone,Robb Pearlman,0,https://drive.google.com/file/d/1THIkWtolxygNuxCTZnYR8NPFMwG2Dea2/view?usp=sharing
212,Doodleville,Chad Sell,1,https://drive.google.com/file/d/1WULGCZksGkR_yi2pBm5MlWg4z83Faq6N/view?usp=sharing
182,Doomed,Chuck Palahniuk,5,https://drive.google.com/file/d/1rSaZzAY69vk_o79Os6gxyKAmDch8Eis_/view?usp=sharing
213,Door By Door: How Sarah McBride Became America's First Openly Transgender Senator,Meeg Pincus,1,https://drive.google.com/file/d/10kaz63aAv7Vivnu0rPYJFqoxj2q6xW1_/view?usp=sharing
214,Dorothy: A Different Kind of Friend,Roberto Aliaga,1,https://drive.google.com/file/d/1E26_TbTzWSmIVzN-LkNns9nN8t7-sEoE/view?usp=sharing
202,Dotson: My Journey Growing Up Transgender,Grayson Lee White,2,https://drive.google.com/file/d/1D4I1-EE-3D-Jr7GIFbiQ5P4stoGTzfAd/view?usp=sharing
203,Drag Teen,Jeffery Self,2,https://drive.google.com/file/d/1CRqpIZNVJU9QB_8rBI1DSMEbvyc4vpml/view?usp=sharing
217,Dragon Masters Heat of the Lava Dragon,Tracey West,0,https://drive.google.com/file/d/1Q0s4hayRaU7gngLmIdXG-65D74vA8Czj/view?usp=sharing
204,Drama,Raina Telgemeier,2,https://drive.google.com/file/d/1q_bHIlrvFaJ_xBGINLpOyc13WLyd8Qy9/view?usp=sharing
218,Dream Street,Tricia Elam Walker and Ekua Holmes,0,https://drive.google.com/file/d/18DnLLwDMG_IKxBdlyocxctenAJt1E5LM/view?usp=sharing
194,Dreaming in Cuban,Cristina Garcia,3,https://drive.google.com/file/d/1q8Zx45V41nRZSMzxGrCg14MphxRTH1Vr/view?usp=sharing
219,Dreaming Up,Christy Hale,0,https://drive.google.com/file/d/1O5KRO9e7bcCTESu6RtO_cgbrfV_uwMpF/view?usp=sharing
205,Dress Codes For Small Towns,Courtney Stevens,2,https://drive.google.com/file/d/1Te330nppVlOYvljovQETzaCKzFl6SOsp/view?usp=sharing
,Dumplin,Julie Murphy,2,https://drive.google.com/file/d/1uin7S4XljUv7soEoCZwRpjzCzNSEUIIy/view?usp=sharing
,Easy,Tammara Webber,3,https://drive.google.com/file/d/1jyJZJd1eAiVgI-WOhKTwT0QHfEyT8XNT/view?usp=sharing
,"Eat, Pray, Love",Elizabeth Gilbert,4,https://drive.google.com/file/d/1mIVP0bYp7-Xgp1iCybqP7RmxYZoPkgnh/view?usp=sharing
222,Eleanor and Park,Rainbow Rowell,3,https://drive.google.com/file/d/1lt5MFWxnDkKdSfqat5YisS2nnbLNhOJh/view?usp=drive_link
231,Ellen Outside the Lines,A. J. Sass,1,https://drive.google.com/file/d/1UtF4OrBk2z1_LtZ9Gpzr8OYWGGD0g3pg/view?usp=drive_link
227,"Embrace Series, Book 1",Jessica Shirvington,2,https://drive.google.com/file/d/1HzDEupwlIe8T9PqaoyjXSD1PxsJOp9Nj/view?usp=drive_link
223,Emergency Contact,Mary H.K. Choi,3,https://drive.google.com/file/d/1wdmAwpQb3AL0A4tvyKMGdMtC96rBdofw/view?usp=drive_link
220,Empire of Storms,Sarah J. Maas,4,https://drive.google.com/file/d/1erHRzhKIjOjKkSYipCXHN1Dquyk91hpj/view?usp=drive_link
,Etched in Sand: A True Story of Five Siblings Who Survived an Unspeakable Childhood on Long Island,Regina Calcaterra,4,https://drive.google.com/file/d/1yuJ3fOhHexMjXWNExkOBQ_zH7v1sZ5vL/view?usp=sharing
233,Eustace and Clyde,Marina Aizen,0,https://drive.google.com/file/d/19NFlZmKx43bhN2oAS4WB21cyMu6wb-Ff/view?usp=drive_link
232,Every Body: A First Conversation About Bodies,Megan Madison and Jessica Ralli,1,https://drive.google.com/file/d/1qsDcu_c6WNhxjQBnaSrNH26-naQI0o1h/view?usp=drive_link
228,Every Heart a Doorway,Seanan McGuire,2,https://drive.google.com/file/d/1Ht0laHKumADX12clobSdWoshIu-B8Qce/view?usp=drive_link
,Every Last Breath,Jennifer Armentrout,4,https://drive.google.com/file/d/1OGmr_fbyUaEa9B5nTNnNcnmmkbE9YU3C/view?usp=sharing
,Every Summer After,Carley Fortune,4,https://drive.google.com/file/d/1IzhkyK2Q-DxRA9Qr-sVIwJsUDQ3VUgUK/view?usp=drive_link
229,Everything I Learned About Racism I Learned In School,Tiffany Jewell,2,https://drive.google.com/file/d/1BwCNu-Go0f8r1Bu-5V0QJbtcETPo5zLv/view?usp=drive_link
230,Everything You Always Wanted to Know About Puberty,Morris Katz,2,https://drive.google.com/file/d/1pInsJeQkE9pgY79fvk6AOZ4G7cK9U5uU/view?usp=drive_link
234,Everywhere Babies,Susan Meyers,0,https://drive.google.com/file/d/1NFzs2xK1akuP2h3oGQiDyk7a9-PtTzDa/view?usp=drive_link
225,Excuse Me While I Ugly Cry,Joya Goffney,3,https://drive.google.com/file/d/1essITwOy0xrkvp2HKNpyd5QMaQXOVAsZ/view?usp=drive_link
221,Exit Here,Jason Myers,4,https://drive.google.com/file/d/1dzr-kNY9NZ-kwkUK7KJi3hYsH9rhRSaY/view?usp=drive_link
226,Extremely Loud and Incredibly Close,Jonathan Safran Foer,3,https://drive.google.com/file/d/1kgFtsdS4JD-EmKduB-PhrvA1HrDYuj9i/view?usp=drive_link
255,Fable,Adrienne Young,2,https://drive.google.com/file/d/1IC2v3_Pyg0DmaIbXiMKWq6wF8-14DbIX/view?usp=drive_link
,Fable for the End of the World,Ava Reid,4,https://drive.google.com/file/d/1-MEkWtcpKV2m03d1I2tbAjBFNH_9A08c/view?usp=sharing
243,Fade,Lisa McMann,3,https://drive.google.com/file/d/1Ro-jah2tNgl-7IkjUnQ7B4LXm_B3WEdi/view?usp=drive_link
,Fall With Me,Jennifer Armentrout,5,https://drive.google.com/file/d/1eAIsjcvHn0lAcWxgJbDOMlhgfj4axMVs/view?usp=sharing
244,Fallout,Ellen Hopkins,3,https://drive.google.com/file/d/15RB1W3_X3WVHykT6JB-oEbZ4L-B48fL6/view?usp=drive_link
256,Fangirl,Rainbow Rowell,2,https://drive.google.com/file/d/1U5EBxG-3XQ4_3xY72M2ZkHMd6rzxkCmM/view?usp=drive_link
270,Far From Fair,Elana K. Arnold,0,https://drive.google.com/file/d/1jIWXEAmovSD2yzqZvuqzgRsRCQCUoD4C/view?usp=drive_link
246,Felix Ever After,Kacen Callender,3,https://drive.google.com/file/d/1OMqd2nsDGVtQOTXNbCusfw4-mzj9hJ9g/view?usp=drive_link
257,Felix Yz,Lisa Bunker,2,https://drive.google.com/file/d/1lCkuDsQouYqGxKcuoIagit6njoPhKwlg/view?usp=drive_link
264,Feminist Baby,Loryn Brantz,1,https://drive.google.com/file/d/1t00sSlR6Fhu3fMdNBykccSDVpvy6K9HT/view?usp=drive_link
235,Feral Sins,Suzanne Wright,5,https://drive.google.com/file/d/1yZ6iJzIVKQPAaPEeZMJ2h5TlcTKw34l9/view?usp=sharing
236,Fifty Shades of Grey,E.I. James,5,https://drive.google.com/file/d/1uPbve9PajPO6f5cSODiuP7nPbwiBsH2B/view?usp=sharing
265,Fifty-Four Things Wrong With Gwendolyn Rogers,Caela Carter,1,https://drive.google.com/file/d/1hrYl9O99S1k9SzKOfw7dDmiaydu2ui7G/view?usp=drive_link
248,Fight Club,Chuck Palahniuk,3,https://drive.google.com/file/d/1zI0St78-l-rWGJqofPFUWTlvyBzMLkpt/view?usp=sharing
249,Finding Cinderella,Colleen Hoover,3,https://drive.google.com/file/d/1A5P8MvCYS5AR_RDrktRz9rpmFyOGbnNS/view?usp=drive_link
258,Finding Perfect,Colleen Hoover,2,https://drive.google.com/file/d/1OuIgyiuUrgzRUk6J11TFgn27lBOwIlkb/view?usp=drive_link
250,Fire Force 01,Atsushi Ohkubo,3,https://drive.google.com/file/d/1W3jfXp2gwrIUcI6uZGNnKOi25j1AoiOx/view?usp=drive_link
,Firefly Lane,Kristin Hannah,4,https://drive.google.com/file/d/1MTReORUL2MB4CunPNXIRXp9OO7hV-Dyj/view?usp=sharing
,Five Ways to Fall,K.A. Tucker,4,https://tinyurl.com/2p9khaww
252,Flamer,Mike Curato,3,https://drive.google.com/file/d/1aURZEfFTBTlpZNweMpgTReiQW4WIYXf_/view?usp=drive_link
,Flawless,Elsie Silver,5,https://drive.google.com/file/d/1Sm9r73ew8_DRDsoVlrPCOyrYQd0iXMFh/view?usp=drive_link
,Flor Fights Back : A Stonewall Riots Survival Story,Joy Michael Ellison,3,https://drive.google.com/file/d/1A94Kd1_CUJYAEFfOZmG1tay8Z-VN46nV/view?usp=sharing
259,Flowers In The Attic,V. C. Andrews,2,https://drive.google.com/file/d/1zIOsSZCeIVr9R62wb3QRbwrZeLFMQEow/view?usp=drive_link
,Fly on the Wall,E. Lockhart,2,https://drive.google.com/file/d/1HJcyk-AQydULi_gzyu457-tVjncz9Lm8/view?usp=sharing
,"For Now, Not Forever",C.W. Farnsworth,4,https://drive.google.com/file/d/1OcsJbCfMhrIMWU0-ton1z9witUDbbAee/view?usp=sharing
266,For the Right to Learn: Malala Yousafzai's Story,Rebecca Langston-George,1,https://drive.google.com/file/d/1z-hgWMTh0cpukEIXuhnlZV3LWgimJcd6/view?usp=drive_link
237,Forbidden,Tabitha Suzuma,4,https://drive.google.com/file/d/1QVuSVp0hwNu9OdyZZp59tUS9Lqc0GDJf/view?usp=sharing
239,Forever For a Year,B.T. Gottfred,4,https://drive.google.com/file/d/1F4xJwghDPxnGsCTsPl2IDe4RQEPQdR_O/view?usp=drive_link
,Forever Interrupted,Taylor Jenkins Reid,3,https://drive.google.com/file/d/1blUTg5j3E-n8Glzhly2ixc9HnDd9-Q4j/view?usp=sharing
238,Forever...,Judy Blume,4,https://drive.google.com/file/d/1f30A4KTtchOJaWGmsMs0Rwin5mzQLvUg/view?usp=sharing
253,Foul is Fair,Hannah Capin,3,https://drive.google.com/file/d/1f_wH7Yd_KGAVbscMjZtmU-z_miQiMwrw/view?usp=drive_link
,Four Seconds to Lose,K.A. Tucker,4,https://tinyurl.com/yexkcbrk
,Fourth Wing,Rebecca Yarros,4,
260,Freak the Mighty,Rodman Philbrick,2,https://drive.google.com/file/d/1yAyLvzHBNze6y4YyQp0fZyawLGhlY9WX/view?usp=drive_link
267,Fred Gets Dressed,Peter Brown,1,https://drive.google.com/file/d/1sFR9aOiJt7Q_6mITb1KvIEdmA0wiApD9/view?usp=drive_link
